TRAVEL_ID,TRAVEL_NM,TRAVELER_ID,TRAVEL_PURPOSE,TRAVEL_START_YMD,TRAVEL_END_YMD,MVMN_NM,TRAVEL_PERSONA,TRAVEL_MISSION,TRAVEL_MISSION_CHECK
a_a001187,A02,a001187,1;24;27;28;7;,2022-08-27,2022-08-29,대중교통 등,,1;24;27;28;7;,6;26;28
a_a007219,A01,a007219,1;,2022-10-28,2022-10-29,,,1;,11;1;3
a_a000573,A03,a000573,22;23;24;,2022-08-20,2022-08-22,대중교통 등,,22;23;24;,23;22;2
a_a002726,A01,a002726,1;22;24;26;4;,2022-09-24,2022-09-25,대중교통 등,,1;22;24;26;4;,4;22;26
a_a000655,A01,a000655,1;22;23;3;4;,2022-09-02,2022-09-05,자가용,수도권 거주 39세 이하 3인 이상 친구,1;22;23;3;4;,1;4;23
a_a014171,A03,a014171,1;21;22;26;,2022-10-30,2022-10-31,자가용,,1;21;22;26;,21;1;22
a_a006725,A01,a006725,21;22;4;6;9;,2022-10-12,2022-10-13,대중교통 등,,21;22;4;6;9;,6;21;22
a_a001500,A02,a001500,1;22;24;26;4;,2022-08-27,2022-08-29,자가용,수도권 거주 39세 이하 커플,1;22;24;26;4;,1;3;4
a_a006020,A03,a006020,1;,2022-10-08,2022-10-09,,,1;,1;5;3
a_a006638,A01,a006638,3;6;11;,2022-10-08,2022-10-09,대중교통 등,수도권 거주 40세 이상 3인 이상 친구,3;6;11;,3;1;6
a_a006254,A03,a006254,6;22;1;,2022-10-08,2022-10-10,자가용,,6;22;1;,1;6;22
a_a002830,A02,a002830,11;,2022-09-24,2022-09-26,자가용,,11;,9;11;3
a_a002239,A01,a002239,1;12;22;23;4;,2022-09-25,2022-09-27,자가용,,1;12;22;23;4;,23;4;2
a_a003135,A03,a003135,22;27;28;,2022-09-30,2022-10-02,자가용,,22;27;28;,2;22;28
a_a009427,A03,a009427,22;4;,2022-10-23,2022-10-24,대중교통 등,수도권 거주 39세 이하 커플,22;4;,22;2;4
a_a017942,A03,a017942,22;5;,2022-11-10,2022-11-11,,수도권 거주 40세 이상 3인 이상 친구,22;5;,5;22;24
a_a003449,A01,a003449,1;2;22;3;6;,2022-10-01,2022-10-04,대중교통 등,수도권 외 거주 39세 이하 커플,1;2;22;3;6;,4;2;6
a_a001283,A03,a001283,1;21;22;23;4;,2022-08-28,2022-08-30,대중교통 등,,1;21;22;23;4;,21;23;22
a_a003822,A03,a003822,3;,2022-10-01,2022-10-02,대중교통 등,,3;,22;21;11
a_a007415,A03,a007415,5;,2022-10-15,2022-10-16,,,5;,5;10;22
a_a002037,A01,a002037,1;2;22;4;7;,2022-09-17,2022-09-19,대중교통 등,수도권 외 거주 39세 이하 커플,1;2;22;4;7;,1;22;4
a_a005258,A03,a005258,21;,2022-10-01,2022-10-03,자가용,수도권 거주 39세 이하 부부,21;,21;23;28
a_a003965,A03,a003965,6;,2022-10-01,2022-10-02,대중교통 등,,6;,6;1;24
a_a009595,A01,a009595,4;1;7;,2022-10-20,2022-10-21,대중교통 등,,4;1;7;,4;1;6
a_a002270,A03,a002270,1;10;22;26;5;,2022-10-01,2022-10-02,자가용,수도권 거주 39세 이하 커플,1;10;22;26;5;,9;10;3
a_a003994,A01,a003994,1;23;3;4;8;,2022-10-09,2022-10-11,자가용,,1;23;3;4;8;,23;10;4
a_a007936,A03,a007936,3;,2022-10-30,2022-10-31,,,3;,1;3;28
a_a004171,A03,a004171,1;21;23;24;6;,2022-10-02,2022-10-04,자가용,,1;21;23;24;6;,5;21;1
a_a018220,A03,a018220,1;22;26;,2022-11-12,2022-11-13,,,1;22;26;,1;22;26
a_a003692,A03,a003692,1;3;4;6;9;,2022-10-22,2022-10-25,자가용,,1;3;4;6;9;,1;9;4
a_a012482,A01,a012482,1;24;4;6;9;,2022-10-29,2022-10-31,대중교통 등,,1;24;4;6;9;,1;6;9
a_a002604,A03,a002604,22;8;,2022-09-23,2022-09-26,자가용,수도권 거주 39세 이하 자녀 동반,22;8;,8;22;5
b_b013622,A03,b013622,21;,2022-10-27,2022-10-28,,,21;,4;6;21
a_a001702,A03,a001702,11;,2022-09-09,2022-09-11,자가용,,11;,21;2;11
a_a017555,A03,a017555,21;22;27;3;,2022-11-11,2022-11-12,,,21;22;27;3;,3;21;22
a_a007414,A01,a007414,1;4;22;,2022-10-22,2022-10-23,,,1;4;22;,1;24;26
a_a000104,A01,a000104,1;4;6;7;9;,2022-08-05,2022-08-08,대중교통 등,수도권 외 거주 39세 이하 커플,1;,1;6;2
a_a001296,A01,a001296,1;11;6;,2022-08-25,2022-08-27,자가용,,1;11;6;,11;1;6
a_a011113,A01,a011113,2;3;,2022-10-31,2022-11-01,대중교통 등,,2;3;,6;2;4
a_a003345,A03,a003345,10;11;2;6;9;,2022-10-10,2022-10-12,대중교통 등,,10;11;2;6;9;,11;2;6
a_a014032,A03,a014032,1;2;3;4;5;,2022-10-28,2022-10-29,대중교통 등,,1;2;3;4;5;,1;4;24
a_a017667,A01,a017667,1;21;,2022-11-12,2022-11-13,,,1;21;,1;4;22
a_a013785,A03,a013785,22;26;6;,2022-10-29,2022-10-30,자가용,,22;26;6;,6;11;22
a_a015114,A01,a015114,2;4;6;,2022-10-29,2022-10-30,대중교통 등,,2;4;6;,1;6;22
a_a000124,A01,a000124,22;23;26;27;4;,2022-08-23,2022-08-27,대중교통 등,수도권 외 거주 39세 이하 커플,2;,23;26;22
a_a001447,A01,a001447,1;26;6;,2022-08-28,2022-08-29,자가용,수도권 거주 39세 이하 커플,1;26;6;,1;6;24
a_a005969,A03,a005969,12;,2022-10-02,2022-10-03,자가용,,12;,21;12;27
a_a002209,A01,a002209,1;11;3;4;6;,2022-09-10,2022-09-12,대중교통 등,,1;11;3;4;6;,6;23;3
a_a004771,A03,a004771,1;23;4;7;,2022-10-08,2022-10-09,대중교통 등,,1;23;4;7;,3;22;24
a_a002668,A03,a002668,1;11;2;4;9;,2022-09-25,2022-09-26,자가용,수도권 거주 40세 이상 자녀 동반,1;11;2;4;9;,24;5;21
a_a007192,A03,a007192,11;,2022-10-13,2022-10-14,,,11;,11;24;21
a_a003309,A03,a003309,1;2;5;,2022-09-25,2022-09-26,대중교통 등,,1;2;5;,5;1;21
a_a014374,A03,a014374,1;24;9;,2022-10-30,2022-10-31,자가용,수도권 거주 39세 이하 부부,1;24;9;,3;9;22
a_a011873,A01,a011873,1;21;22;24;26;,2022-10-27,2022-10-28,대중교통 등,,1;21;22;24;26;,3;22;1
a_a007603,A02,a007603,2;22;4;,2022-10-23,2022-10-24,,,2;22;4;,2;22;26
a_a007267,A01,a007267,1;6;,2022-10-15,2022-10-16,,,1;6;,1;6;4
a_a003144,A01,a003144,22;25;1;4;21;8;,2022-10-31,2022-11-02,대중교통 등,,22;25;1;4;21;8;,25;21;22
a_a008052,A01,a008052,22;6;,2022-10-27,2022-10-28,,,22;6;,6;22;26
a_a001736,A03,a001736,1;2;22;24;27;,2022-09-24,2022-09-25,자가용,,1;2;22;24;27;,24;22;27
a_a017889,A01,a017889,22;,2022-11-11,2022-11-12,,,22;,22;28;6
a_a000797,A03,a000797,2;22;26;3;6;,2022-08-21,2022-08-22,자가용,수도권 거주 39세 이하 부부,2;22;26;3;6;,2;22;6
a_a004637,A01,a004637,1;,2022-10-15,2022-10-16,대중교통 등,수도권 거주 39세 이하 커플,1;,1;4;2
a_a004915,A03,a004915,1;21;22;27;,2022-10-01,2022-10-02,대중교통 등,수도권 거주 40세 이상 부부,1;21;22;27;,21;22;6
a_a001492,A01,a001492,1;28;3;,2022-08-26,2022-08-29,자가용,,1;28;3;,1;6;23
a_a009822,A03,a009822,11;22;3;6;9;,2022-10-28,2022-10-30,대중교통 등,,11;22;3;6;9;,1;3;11
a_a000898,A01,a000898,1;23;3;4;6;,2022-08-20,2022-08-23,대중교통 등,,1;23;3;4;6;,23;1;3
a_a003370,A03,a003370,1;2;27;4;6;,2022-09-26,2022-09-29,자가용,수도권 거주 39세 이하 커플,1;2;27;4;6;,10;27;2
a_a006463,A03,a006463,27;,2022-10-09,2022-10-10,자가용,,27;,13;27;5
a_a014518,A03,a014518,22;26;8;,2022-10-30,2022-10-31,자가용,,22;26;8;,8;22;26
a_a008580,A03,a008580,1;23;25;5;8;,2022-10-29,2022-11-01,자가용,수도권 거주 39세 이하 커플,1;23;25;5;8;,25;10;22
b_b012272,A01,b012272,4;21;,2022-11-05,2022-11-07,자가용,,4;21;,21;4;22
a_a007144,A02,a007144,4;24;21;22;,2022-10-22,2022-10-23,대중교통 등,,4;24;21;22;,21;6;3
a_a010137,A01,a010137,1;22;4;,2022-10-21,2022-10-22,자가용,,1;22;4;,3;22;1
a_a006575,A01,a006575,1;22;24;26;28;,2022-10-08,2022-10-09,대중교통 등,,1;22;24;26;28;,1;26;24
a_a017871,A03,a017871,11;3;9;,2022-11-12,2022-11-13,,수도권 거주 40세 이상 자녀 동반,11;3;9;,11;6;21
a_a008115,A01,a008115,1;4;22;23;21;24;26;,2022-10-19,2022-10-21,대중교통 등,,4;1;22;23;21;24;26;,4;22;23
a_a018155,A01,a018155,1;6;22;,2022-11-08,2022-11-09,,,1;6;22;,3;6;22
a_a017959,A03,a017959,6;,2022-11-12,2022-11-13,,수도권 거주 40세 이상 자녀 동반,6;,1;5;11
a_a008616,A03,a008616,10;2;21;22;23;,2022-11-04,2022-11-07,자가용,,10;2;21;22;23;,21;10;22
a_a004611,A03,a004611,21;26;28;8;,2022-10-05,2022-10-07,자가용,,21;26;28;8;,8;21;28
a_a004227,A01,a004227,1;22;24;4;7;,2022-10-01,2022-10-03,대중교통 등,,1;22;24;4;7;,22;9;4
a_a007929,A01,a007929,1;2;24;26;9;,2022-10-30,2022-10-31,,수도권 거주 39세 이하 커플,1;2;24;26;9;,21;1;22
a_a009775,A03,a009775,1;24;27;4;6;,2022-10-22,2022-10-23,자가용,수도권 거주 39세 이하 커플,1;24;27;4;6;,9;22;1
a_a000260,A03,a000260,21;22;27;,2022-08-18,2022-08-21,자가용,,21;22;27;,27;21;1
a_a014409,A03,a014409,2;22;26;24;,2022-11-03,2022-11-04,자가용,수도권 거주 40세 이상 자녀 동반,2;22;26;24;,2;22;26
a_a005215,A03,a005215,21;24;27;,2022-10-07,2022-10-09,자가용,,21;24;27;,2;21;22
a_a007378,A01,a007378,11;22;5;9;,2022-10-15,2022-10-16,,,11;22;5;9;,5;11;22
a_a008446,A01,a008446,3;6;4;23;,2022-10-22,2022-10-24,대중교통 등,,3;6;4;23;,3;6;4
a_a001805,A01,a001805,1;22;24;26;4;,2022-09-24,2022-09-26,자가용,,1;22;24;26;4;,1;4;3
a_a002378,A01,a002378,1;2;3;5;6;,2022-09-22,2022-09-26,대중교통 등,,1;2;3;5;6;,2;6;22
a_a006001,A03,a006001,6;,2022-10-01,2022-10-02,,수도권 거주 40세 이상 자녀 동반,6;,3;9;21
a_a006545,A01,a006545,1;3;4;,2022-10-29,2022-10-30,,,1;3;4;,1;4;3
a_a002758,A01,a002758,1;12;22;4;8;,2022-09-25,2022-09-27,대중교통 등,,1;12;22;4;8;,8;24;1
a_a014894,A03,a014894,24;9;22;22;26;,2022-10-29,2022-10-30,자가용,,24;9;22;22;26;,1;22;4
a_a005644,A03,a005644,2;3;,2022-10-03,2022-10-04,,,2;3;,6;3;9
a_a004970,A03,a004970,2;22;,2022-10-30,2022-10-31,자가용,수도권 거주 39세 이하 자녀 동반,2;22;,11;22;3
a_a002019,A01,a002019,21;23;24;4;7;,2022-09-25,2022-09-27,대중교통 등,,21;23;24;4;7;,23;7;1
a_a004288,A03,a004288,2;,2022-10-02,2022-10-03,,,2;,2;24;1
a_a000605,A03,a000605,1;2;3;4;9;,2022-08-27,2022-08-30,자가용,수도권 거주 40세 이상 자녀 동반,1;2;3;4;9;,2;4;22
a_a017822,A03,a017822,21;22;4;,2022-11-09,2022-11-10,,,21;22;4;,21;22;4
a_a018225,A03,a018225,24;4;,2022-11-13,2022-11-14,,,24;4;,24;4;2
a_a002530,A01,a002530,1;2;22;6;7;,2022-09-23,2022-09-25,대중교통 등,수도권 외 거주 39세 이하 커플,1;2;22;6;7;,2;6;1
a_a007727,A03,a007727,1;22;5;3;24;,2022-10-22,2022-10-23,자가용,,1;22;5;3;24;,1;3;22
a_a001931,A03,a001931,2;23;,2022-09-17,2022-09-20,대중교통 등,수도권 거주 39세 이하 커플,2;23;,3;12;23
a_a005190,A03,a005190,5;,2022-10-03,2022-10-04,,수도권 거주 40세 이상 3인 이상 친구,5;,5;21;10
a_a000975,A01,a000975,1;28;4;6;,2022-08-23,2022-08-26,대중교통 등,수도권 외 거주 39세 이하 커플,1;28;4;6;,1;3;4
a_a000788,A01,a000788,1;22;23;26;6;,2022-08-24,2022-08-27,대중교통 등,수도권 외 거주 39세 이하 커플,1;22;23;26;6;,1;22;6
b_b004636,A03,b004636,2;3;5;8;,2022-10-08,2022-10-09,자가용,,2;3;5;8;,11;6;26
a_a004071,A01,a004071,1;10;2;22;26;,2022-09-29,2022-10-02,대중교통 등,,1;10;2;22;26;,10;2;26
a_a003399,A03,a003399,1;12;3;4;6;,2022-10-07,2022-10-10,대중교통 등,수도권 거주 39세 이하 커플,1;12;3;4;6;,1;23;3
a_a007418,A03,a007418,1;2;21;22;,2022-10-22,2022-10-23,,수도권 거주 39세 이하 커플,1;2;21;22;,21;5;1
a_a004501,A02,a004501,1;25;,2022-10-08,2022-10-11,자가용,,1;25;,1;25;2
a_a003949,A03,a003949,2;,2022-10-26,2022-10-27,자가용,,2;,2;9;22
a_a017805,A03,a017805,1;2;3;6;9;,2022-11-09,2022-11-10,,수도권 거주 39세 이하 커플,1;2;3;6;9;,26;22;1
a_a007928,A03,a007928,3;,2022-10-22,2022-10-23,,수도권 거주 40세 이상 자녀 동반,3;,3;6;9
a_a017812,A02,a017812,1;4;,2022-11-12,2022-11-13,,수도권 거주 39세 이하 부부,1;4;,1;4;21
a_a006632,A03,a006632,27;4;,2022-10-23,2022-10-24,자가용,,27;4;,2;21;4
a_a011091,A02,a011091,1;21;22;26;4;,2022-10-22,2022-10-23,대중교통 등,수도권 거주 39세 이하 3인 이상 친구,1;21;22;26;4;,4;22;24
a_a005176,A03,a005176,5;6;7;,2022-10-14,2022-10-15,,수도권 거주 39세 이하 커플,5;6;7;,1;3;5
a_a004868,A03,a004868,2;22;23;24;4;,2022-10-08,2022-10-10,대중교통 등,수도권 거주 39세 이하 커플,2;22;23;24;4;,2;24;22
a_a001316,A01,a001316,1;2;3;4;5;,2022-08-27,2022-08-31,대중교통 등,,1;2;3;4;5;,21;4;27
a_a007240,A03,a007240,22;24;3;,2022-10-30,2022-10-31,,수도권 거주 40세 이상 자녀 동반,22;24;3;,22;24;26
a_a007106,A02,a007106,1;24;4;,2022-10-16,2022-10-17,자가용,수도권 거주 39세 이하 자녀 동반,1;24;4;,24;2;1
a_a006985,A03,a006985,1;2;4;24;22;23;26;,2022-10-29,2022-10-30,대중교통 등,,1;2;4;24;22;23;26;,2;4;24
a_a011541,A03,a011541,21;22;24;26;6;,2022-10-30,2022-10-31,자가용,,21;22;24;26;6;,6;21;22
a_a010436,A03,a010436,1;2;,2022-10-23,2022-10-24,자가용,수도권 거주 39세 이하 자녀 동반,1;2;,26;1;4
a_a009760,A01,a009760,4;1;6;22;23;,2022-10-22,2022-10-24,대중교통 등,수도권 거주 39세 이하 커플,4;1;6;22;23;,23;6;1
a_a005701,A03,a005701,2;25;5;8;,2022-10-15,2022-10-17,자가용,,2;25;5;8;,8;25;5
a_a000181,A01,a000181,6;9;,2022-08-13,2022-08-15,대중교통 등,수도권 거주 39세 이하 커플,6;,6;11;3
a_a002034,A03,a002034,26;5;,2022-09-12,2022-09-13,대중교통 등,,26;5;,26;5;1
c_c008854,A01,c008854,4;,2022-11-05,2022-11-06,,,4;,4;21;22
a_a002105,A03,a002105,22;23;,2022-09-10,2022-09-12,대중교통 등,,22;23;,23;26;22
a_a008018,A01,a008018,1;4;6;22;,2022-10-20,2022-10-21,,수도권 거주 39세 이하 커플,1;4;6;22;,24;22;1
a_a014715,A01,a014715,1;11;23;27;28;,2022-10-31,2022-11-01,대중교통 등,,1;11;23;27;28;,1;13;4
a_a001657,A03,a001657,13;27;3;6;,2022-09-10,2022-09-12,자가용,수도권 거주 40세 이상 나홀로,13;27;3;6;,6;3;13
a_a000265,A01,a000265,1;2;22;4;7;,2022-08-16,2022-08-19,자가용,,1;2;22;4;7;,23;21;7
b_b009669,A03,b009669,23;3;,2022-10-30,2022-10-31,대중교통 등,,23;3;,3;6;24
a_a007234,A03,a007234,1;,2022-10-08,2022-10-09,,수도권 거주 39세 이하 커플,1;,1;22;6
a_a017939,A03,a017939,11;6;,2022-11-09,2022-11-10,,,11;6;,6;11;21
b_b012022,A02,b012022,2;1;1;6;1;22;21;23;23;5;27;26;,2022-11-05,2022-11-07,대중교통 등,,2;1;6;22;21;23;5;27;26;,1;6;21
a_a014619,A01,a014619,2;3;4;,2022-10-31,2022-11-02,대중교통 등,수도권 외 거주 39세 이하 커플,2;3;4;,3;4;26
a_a013865,A01,a013865,4;7;9;22;24;27;21;,2022-10-29,2022-10-31,자가용,수도권 외 거주 39세 이하 커플,4;7;9;22;24;27;21;,9;7;6
a_a010202,A03,a010202,1;22;5;9;,2022-10-22,2022-10-23,자가용,수도권 거주 40세 이상 자녀 동반,1;22;5;9;,4;5;1
a_a005366,A03,a005366,1;,2022-10-22,2022-10-23,자가용,,1;,1;6;9
a_a000789,A01,a000789,1;21;23;4;,2022-08-22,2022-08-24,대중교통 등,,1;21;23;4;,4;23;3
a_a018236,A03,a018236,21;28;5;,2022-11-11,2022-11-12,,,21;28;5;,28;21;5
a_a008116,A01,a008116,1;23;4;,2022-10-22,2022-10-24,대중교통 등,,1;23;4;,4;1;23
a_a003435,A03,a003435,1;2;3;4;5;,2022-10-01,2022-10-02,자가용,,1;2;3;4;5;,24;4;1
a_a006448,A03,a006448,4;3;22;,2022-10-08,2022-10-09,자가용,,4;3;22;,24;22;6
a_a014214,A03,a014214,26;,2022-10-31,2022-11-01,대중교통 등,,26;,26;3;22
a_a000901,A03,a000901,22;,2022-08-19,2022-08-22,자가용,,22;,22;21;5
a_a002468,A03,a002468,25;,2022-09-24,2022-09-26,자가용,,25;,25;22;4
a_a002167,A01,a002167,1;10;23;4;6;,2022-09-27,2022-09-29,대중교통 등,,1;10;23;4;6;,3;1;22
a_a017689,A03,a017689,1;2;27;9;,2022-11-11,2022-11-12,,수도권 거주 39세 이하 커플,1;2;27;9;,6;9;1
a_a017926,A01,a017926,2;,2022-11-10,2022-11-11,,,2;,2;4;6
a_a006143,A03,a006143,1;21;27;,2022-10-03,2022-10-04,대중교통 등,,1;21;27;,1;4;24
a_a006837,A03,a006837,10;23;24;7;8;,2022-10-16,2022-10-17,자가용,,10;23;24;7;8;,5;2;22
a_a003621,A01,a003621,1;22;26;4;6;,2022-10-06,2022-10-09,대중교통 등,,1;22;26;4;6;,6;1;26
a_a003445,A01,a003445,1;21;23;27;28;,2022-10-14,2022-10-16,대중교통 등,,1;21;23;27;28;,23;28;21
a_a001573,A03,a001573,12;26;3;4;,2022-08-27,2022-08-29,자가용,,12;26;3;4;,3;12;26
a_a006989,A02,a006989,21;,2022-10-31,2022-11-01,자가용,,21;,2;1;21
a_a003798,A03,a003798,21;23;27;,2022-10-01,2022-10-04,자가용,,21;23;27;,1;21;2
a_a018217,A01,a018217,21;22;4;5;,2022-11-12,2022-11-13,,,21;22;4;5;,21;4;22
a_a002011,A01,a002011,11;22;26;4;9;,2022-09-24,2022-09-26,대중교통 등,,11;22;26;4;9;,3;26;21
a_a004780,A03,a004780,21;22;23;24;,2022-10-15,2022-10-17,자가용,,21;22;23;24;,23;24;11
a_a012102,A03,a012102,22;2;4;5;7;9;10;2;6;8;11;12;13;21;22;23;24;25;26;27;28;,2022-10-27,2022-10-29,자가용,수도권 거주 39세 이하 3인 이상 친구,22;2;4;5;7;9;10;2;6;8;11;12;13;21;22;23;24;25;26;27;28;,22;26;2
a_a005059,A01,a005059,1;4;,2022-10-01,2022-10-02,대중교통 등,수도권 거주 39세 이하 커플,1;4;,2;4;1
a_a001271,A01,a001271,1;2;23;26;6;,2022-08-29,2022-08-31,대중교통 등,,1;2;23;26;6;,23;6;26
a_a000369,A03,a000369,8;,2022-08-20,2022-08-22,자가용,수도권 거주 39세 이하 자녀 동반,8;,8;22;24
a_a001778,A03,a001778,1;3;4;5;9;,2022-09-24,2022-09-26,자가용,,1;3;4;5;9;,3;9;23
a_a005493,A03,a005493,1;2;22;23;26;,2022-10-02,2022-10-03,자가용,,1;2;22;23;26;,11;26;28
a_a004788,A01,a004788,1;21;22;24;6;,2022-10-14,2022-10-16,자가용,,1;21;22;24;6;,21;4;24
a_a003803,A03,a003803,1;24;27;,2022-10-08,2022-10-11,자가용,,1;24;27;,1;4;6
a_a015340,A03,a015340,2;22;6;,2022-10-29,2022-10-30,자가용,,2;22;6;,2;6;11
a_a017661,A03,a017661,2;,2022-11-08,2022-11-09,,수도권 거주 39세 이하 커플,2;,2;22;11
a_a007655,A03,a007655,1;22;3;6;,2022-10-15,2022-10-16,,,1;22;3;6;,6;2;11
a_a005619,A03,a005619,12;2;21;5;6;,2022-10-02,2022-10-03,,,12;2;21;5;6;,2;6;5
a_a001070,A03,a001070,2;22;24;6;8;,2022-09-02,2022-09-04,대중교통 등,수도권 거주 39세 이하 커플,2;22;24;6;8;,8;27;6
a_a003117,A03,a003117,11;22;24;26;6;,2022-10-02,2022-10-04,자가용,,11;22;24;26;6;,6;11;22
a_a003510,A03,a003510,1;21;22;27;3;,2022-09-28,2022-09-29,대중교통 등,,1;21;22;27;3;,3;11;21
a_a008721,A03,a008721,21;4;,2022-10-22,2022-10-24,자가용,,21;4;,3;6;22
a_a004279,A03,a004279,1;26;4;,2022-10-06,2022-10-07,,,1;26;4;,1;4;21
a_a006965,A03,a006965,22;26;4;,2022-10-29,2022-10-30,대중교통 등,,22;26;4;,2;27;26
a_a002008,A03,a002008,1;7;,2022-09-22,2022-09-26,자가용,수도권 외 거주 39세 이하 3인 이상 친구,1;7;,1;7;24
b_b011059,A03,b011059,1;21;6;,2022-11-03,2022-11-04,,,1;21;6;,1;21;7
a_a006808,A01,a006808,1;,2022-10-29,2022-10-30,,,1;,2;22;6
a_a018096,A03,a018096,1;3;28;,2022-11-12,2022-11-13,,,1;3;28;,1;3;28
a_a013936,A03,a013936,28;1;3;28;5;2;28;28;28;28;28;28;22;28;28;28;26;28;27;28;11;,2022-10-30,2022-10-31,대중교통 등,,28;1;3;28;5;2;28;28;28;28;28;28;22;28;28;28;26;28;27;28;11;,2;3;28
a_a009413,A03,a009413,21;22;24;3;6;,2022-10-22,2022-10-23,자가용,수도권 거주 40세 이상 커플,21;22;24;3;6;,3;21;1
a_a003709,A03,a003709,2;22;3;6;9;,2022-10-01,2022-10-04,자가용,수도권 외 거주 39세 이하 커플,2;22;3;6;9;,2;9;6
a_a003308,A03,a003308,12;3;4;6;9;,2022-10-08,2022-10-10,자가용,수도권 거주 40세 이상 3인 이상 친구,12;3;4;6;9;,3;6;4
a_a003546,A03,a003546,21;5;6;,2022-09-28,2022-09-29,대중교통 등,,21;5;6;,21;6;5
a_a015335,A01,a015335,5;,2022-10-29,2022-10-30,대중교통 등,,5;,5;1;4
a_a009439,A03,a009439,21;24;27;,2022-10-20,2022-10-21,자가용,,21;24;27;,27;3;11
a_a001612,A03,a001612,1;2;22;3;6;,2022-09-22,2022-09-25,대중교통 등,,1;2;22;3;6;,25;8;1
b_b003330,A03,b003330,22;5;8;,2022-08-19,2022-08-21,자가용,수도권/강원에 거주하는 39세 이하 3인 이상 친구,22;5;8;,5;8;22
a_a000728,A01,a000728,10;21;23;,2022-09-02,2022-09-04,자가용,,10;21;23;,23;21;10
a_a014688,A02,a014688,1;22;23;26;4;,2022-10-30,2022-10-31,대중교통 등,,1;22;23;26;4;,2;1;4
a_a008090,A01,a008090,1;22;4;6;7;,2022-10-28,2022-10-31,대중교통 등,,1;22;4;6;7;,4;7;6
a_a003068,A01,a003068,1;22;4;6;7;,2022-09-24,2022-09-26,대중교통 등,,1;22;4;6;7;,7;23;1
a_a009655,A03,a009655,12;21;22;23;26;,2022-10-23,2022-10-24,자가용,,12;21;22;23;26;,1;22;26
a_a007602,A03,a007602,22;28;5;,2022-10-23,2022-10-24,,수도권 거주 40세 이상 부부,22;28;5;,5;22;28
a_a005832,A02,a005832,11;22;6;,2022-10-14,2022-10-15,자가용,수도권 거주 40세 이상 자녀 동반,11;22;6;,11;6;22
a_a011212,A03,a011212,21;22;27;6;,2022-10-22,2022-10-24,대중교통 등,,21;22;27;6;,27;21;22
a_a001627,A01,a001627,21;22;24;26;27;,2022-09-17,2022-09-18,대중교통 등,,21;22;24;26;27;,24;21;26
a_a007280,A03,a007280,2;3;6;,2022-10-16,2022-10-17,,,2;3;6;,3;2;6
a_a006054,A03,a006054,1;10;2;4;7;,2022-10-16,2022-10-18,자가용,수도권 거주 39세 이하 커플,1;10;2;4;7;,24;21;22
a_a011248,A03,a011248,2;22;6;7;9;,2022-10-23,2022-10-24,대중교통 등,수도권 거주 39세 이하 커플,2;22;6;7;9;,6;9;22
a_a018132,A03,a018132,5;7;,2022-11-12,2022-11-13,,수도권 거주 39세 이하 커플,5;7;,5;7;2
a_a002841,A03,a002841,1;22;23;26;4;,2022-10-02,2022-10-04,자가용,수도권 거주 39세 이하 커플,1;22;23;26;4;,1;23;22
a_a003947,A03,a003947,2;22;4;6;,2022-10-01,2022-10-03,대중교통 등,수도권 거주 39세 이하 커플,2;22;4;6;,2;1;3
a_a000221,A03,a000221,1;,2022-08-18,2022-08-19,자가용,,1;,21;2;9
a_a018036,A01,a018036,2;22;,2022-11-10,2022-11-11,,수도권 거주 39세 이하 커플,2;22;,22;1;6
a_a000884,A03,a000884,21;22;27;5;8;,2022-08-21,2022-08-22,자가용,수도권 거주 40세 이상 3인 이상 친구,21;22;27;5;8;,8;22;27
a_a003242,A01,a003242,2;22;23;3;6;,2022-10-06,2022-10-09,대중교통 등,수도권 외 거주 39세 이하 커플,2;22;23;3;6;,2;6;3
a_a002202,A01,a002202,1;22;23;27;6;,2022-09-24,2022-09-26,자가용,,1;22;23;27;6;,6;3;26
a_a005693,A01,a005693,23;,2022-10-30,2022-11-01,자가용,,23;,3;23;27
a_a010415,A03,a010415,21;22;23;24;26;,2022-10-30,2022-11-01,자가용,,21;22;23;24;26;,21;22;8
a_a001308,A03,a001308,12;22;26;3;4;,2022-09-02,2022-09-04,자가용,,12;22;26;3;4;,12;26;3
a_a007127,A03,a007127,2;,2022-10-22,2022-10-23,자가용,수도권 거주 39세 이하 3인 이상 친구,2;,2;11;5
a_a000933,A03,a000933,1;22;24;28;8;,2022-08-19,2022-08-21,대중교통 등,,1;22;24;28;8;,1;8;2
a_a006280,A02,a006280,2;22;24;26;,2022-10-29,2022-10-30,,,2;22;24;26;,22;24;26
a_a008007,A03,a008007,12;26;3;,2022-10-23,2022-10-24,,,12;26;3;,12;6;3
a_a001509,A02,a001509,21;22;23;24;25;,2022-09-03,2022-09-05,대중교통 등,,21;22;23;24;25;,1;2;24
a_a009466,A03,a009466,21;,2022-11-05,2022-11-07,자가용,,21;,21;6;22
a_a003374,A03,a003374,24;28;8;,2022-10-01,2022-10-04,자가용,,24;28;8;,8;24;9
a_a011531,A03,a011531,2;22;,2022-10-29,2022-10-30,자가용,,2;22;,2;1;22
a_a006401,A03,a006401,21;2;1;3;22;23;26;,2022-10-15,2022-10-16,자가용,,21;2;1;3;22;23;26;,6;9;21
a_a006998,A03,a006998,22;26;3;21;,2022-10-27,2022-10-28,대중교통 등,,22;26;3;21;,26;3;22
